Ticker,Event_ID,Ticker_BB,Company_Name,Fiscal_Year,Fiscal_Quarter,Fiscal_Quarter_BB,Mgmt_Guidance_Date,Earnings_Announcement_Date,Announcement_Time,Mgmt_Guidance_EPS,Mgmt_Guidance_Type,Guidance_Range_Low,Guidance_Range_High,Analyst_Consensus_EPS,Num_Analysts,Disagreement_Gap,Disagreement_Pct,Actual_EPS,Surprise_EPS,Surprise_Pct,EPS_Beat_Miss,CAR_0_1,CAR_2_60,BHAR_2_60,Market_Cap,Sector,Std_Actual_EPS,Std_Guidance_EPS,Std_Consensus_EPS,Std_Disagreement_Gap,Std_Disagreement_Pct,Std_Surprise_EPS,Std_Surprise_Pct
PH US,PH US|45596,PH US Equity,Parker-Hannifin Corp,2025,Q1 25 ,2025Q1,,2024-10-31,12:30,5.43,,,,6.076,,-0.6459999999999999,-0.10631994733377222,6.2,0.12400000000000055,0.020408163265306214,Beat,0.031583,0.007288,0.002244545136904419,80327.6165,Industrials,0.009931281936279615,0.008697880792580371,0.00973265629755402,-0.0010347755049736496,-0.10631994733377219,0.00019862563872559413,0.020408163265306315
ICE US,ICE US|45596,ICE US Equity,Intercontinental Exchange Inc,2024,Q3 24 ,2024Q3,,2024-10-31,12:30,1.15,,,,1.543,,-0.393,-0.254698639014906,1.55,0.007000000000000117,0.004536616979909344,Beat,-0.0575,-0.04529199999999996,-0.048594481698915004,95611.8821,Financials,0.009307632258451931,0.0069056626433675605,0.009265597790187954,-0.002359935146820393,-0.2546986390149061,4.203446826397776e-05,0.004536616979909408
CI US,CI US|45596,CI US Equity,Cigna Group/The,2024,Q3 24 ,2024Q3,,2024-10-31,11:00,2.65,,,,7.23,,-4.58,-0.6334716459197787,7.51,0.27999999999999936,0.03872752420470254,Beat,0.025876,-0.12548500000000004,-0.1352002425840062,87468.0231,Health Care,0.02400204544728179,0.008469430151171338,0.023107162261497654,-0.014637732110326316,-0.6334716459197788,0.0008948831857841372,0.03872752420470244
ITW US,ITW US|45595,ITW US Equity,Illinois Tool Works Inc,2024,Q3 24 ,2024Q3,,2024-10-30,13:00,3.92,,,,2.528,,1.392,0.550632911392405,2.65,0.12199999999999989,0.04825949367088603,Beat,0.042105,-0.06872,-0.07169462189644216,76018.276,Industrials,0.010349945321043585,0.015310107795656927,0.009873457272301203,0.0054366505233557245,0.550632911392405,0.00047648804874238226,0.0482594936708859
ABBV US,ABBV US|45595,ABBV US Equity,AbbVie Inc,2024,Q3 24 ,2024Q3,,2024-10-30,12:38,0.88,,,,2.913,,-2.033,-0.6979059388946104,3.0,0.08700000000000019,0.02986611740473745,Beat,0.09720000000000001,-0.2336919999999999,-0.2320593038831873,334633.8225,Health Care,0.015835312747426764,0.004645025072578517,0.015376088677751386,-0.01073106360517287,-0.6979059388946104,0.0004592240696753777,0.029866117404737488
HES US,HES US|45595,HES US Equity,Hess Corp,2024,Q3 24 ,2024Q3,,2024-10-30,12:30,1.62,,,,1.806,,-0.18599999999999994,-0.10299003322259133,2.14,0.3340000000000001,0.18493909191583613,Beat,0.021018999999999996,0.018099999999999977,0.016651577353928637,41469.1856,Energy,0.015900141169477675,0.012036555464744782,0.0134185303514377,-0.001381974886692918,-0.10299003322259127,0.0024816108180399747,0.1849390919158362
ECL US,ECL US|45594,ECL US Equity,Ecolab Inc,2024,Q3 24 ,2024Q3,,2024-10-29,13:00,2.6,,,,1.818,,0.782,0.43014301430143015,1.83,0.01200000000000001,0.006600660066006606,Beat,-0.013378999999999999,-0.08609399999999993,-0.08681186010169806,72969.6716,Materials,0.007135893936439853,0.010138428543575747,0.0070891011893156565,0.00304932735426009,0.4301430143014302,4.6792747124196205e-05,0.006600660066006664
DHI US,DHI US|45594,DHI US Equity,DR Horton Inc,2024,Q4 24 ,2024Q4,,2024-10-29,11:30,3.95,,,,4.179,,-0.2290000000000001,-0.0547977985163915,3.92,-0.25900000000000034,-0.06197654941373542,Miss,-0.058948,-0.19754799999999995,-0.19274777395221387,58811.1125,Consumer Discretionary,0.02173189932365007,0.021898214879698417,0.0231677569575341,-0.0012695420778356808,-0.0547977985163915,-0.0014358576338840273,-0.06197654941373554
RCL US,RCL US|45594,RCL US Equity,Royal Caribbean Cruises Ltd,2024,Q3 24 ,2024Q3,,2024-10-29,11:30,4.22,,,,5.012,,-0.7919999999999998,-0.15802075019952114,5.2,0.1880000000000006,0.037509976057462216,Beat,0.02573,0.12289199999999996,0.12666696406635314,52390.1878,Consumer Discretionary,0.025550314465408806,0.02073506289308176,0.024626572327044023,-0.0038915094339622633,-0.15802075019952114,0.0009237421383647831,0.03750997605746223
HCA US,HCA US|45590,HCA US Equity,HCA Healthcare Inc,2024,Q3 24 ,2024Q3,,2024-10-25,13:30,4.94,,,,4.957,,-0.01699999999999946,-0.003429493645349901,4.9,-0.056999999999999496,-0.011498890457938168,Miss,-0.110137,-0.16566700000000012,-0.16040542598771268,102945.5192,Health Care,0.012283780396089248,0.01238405615442467,0.012426673351717222,-4.261719729255209e-05,-0.003429493645349814,-0.0001428929556279747,-0.011498890457938088
LRCX US,LRCX US|45588,LRCX US Equity,Lam Research Corp,2025,Q1 25 ,2025Q1,,2024-10-23,22:05,0.86,,,,0.807,,0.052999999999999936,0.06567534076827748,0.86,0.052999999999999936,0.06567534076827748,Beat,0.056031,-0.013986000000000014,-0.029746293379313116,94616.3746,Information Technology,0.011780821917808219,0.011780821917808219,0.011054794520547946,0.0007260273972602722,0.0656753407682774,0.0007260273972602722,0.0656753407682774
HLT US,HLT US|45588,HLT US Equity,Hilton Worldwide Holdings Inc,2024,Q3 24 ,2024Q3,,2024-10-23,12:00,1.4,,,,1.844,,-0.4440000000000002,-0.2407809110629068,1.92,0.07599999999999985,0.04121475054229926,Beat,-0.005091,0.012053999999999992,0.010469665406823703,58681.6846,Consumer Discretionary,0.008062822827867131,0.005879141645319783,0.007743669424264058,-0.001864527778944275,-0.2407809110629068,0.0003191534036030737,0.04121475054229931
MRSH US,MRSH US|45582,MRSH US Equity,Marsh & McLennan Cos Inc,2024,Q3 24 ,2024Q3,,2024-10-17,12:30,1.52,,,,1.616,,-0.09600000000000009,-0.05940594059405945,1.63,0.01399999999999979,0.008663366336633532,Beat,-0.018171,-0.07263500000000002,-0.07123042921751921,112076.089,Financials,0.007151945943574218,0.006669299284805406,0.007090518187003642,-0.00042121890219823637,-0.05940594059405943,6.142775657057547e-05,0.008663366336633574
CSX US,CSX US|45581,CSX US Equity,CSX Corp,2024,Q3 24 ,2024Q3,,2024-10-16,22:01,0.46,,,,0.477,,-0.01699999999999996,-0.03563941299790348,0.46,-0.01699999999999996,-0.03563941299790348,Miss,-0.07247500000000001,-0.03384099999999999,-0.03976017663655673,68825.258,Industrials,0.01295774647887324,0.01295774647887324,0.013436619718309858,-0.00047887323943661755,-0.03563941299790341,-0.00047887323943661755,-0.03563941299790341
USB US,USB US|45581,USB US Equity,US Bancorp,2024,Q3 24 ,2024Q3,,2024-10-16,12:45,1.03,,,,0.991,,0.039000000000000035,0.03935418768920286,1.03,0.039000000000000035,0.03935418768920286,Beat,0.057934,-0.028973000000000016,-0.03493079355087314,73344.1596,Financials,0.021914893617021276,0.021914893617021276,0.021085106382978724,0.0008297872340425512,0.03935418768920273,0.0008297872340425512,0.03935418768920273
STZ US,STZ US|45568,STZ US Equity,Constellation Brands Inc,2025,Q2 25 ,2025Q2,,2024-10-03,13:30,-6.59,,,,4.07,,-10.66,-2.619164619164619,4.32,0.25,0.06142506142506142,Beat,-0.04203499999999999,-0.13989800000000002,-0.13972497164698638,46587.6689,Consumer Staples,0.01689678100676654,-0.025775413619118396,0.015918958031837918,-0.04169437165095631,-2.6191646191646187,0.0009778229749286202,0.061425061425061496
GIS US,GIS US|45553,GIS US Equity,General Mills Inc,2025,Q1 25 ,2025Q1,,2024-09-18,13:00,1.03,,,,1.066,,-0.03600000000000003,-0.03377110694183868,1.07,0.0040000000000000036,0.003752345215759853,Beat,-0.008774000000000002,-0.18974100000000005,-0.18597455829178744,41468.1666,Consumer Staples,0.014362416107382552,0.013825503355704698,0.014308724832214766,-0.0004832214765100682,-0.03377110694183872,5.3691275167785935e-05,0.0037523452157598985
SNPS US,SNPS US|45525,SNPS US Equity,Synopsys Inc,2024,Q3 24 ,2024Q3,,2024-08-21,22:05,2.66,,,,3.28,,-0.6199999999999997,-0.18902439024390236,3.43,0.15000000000000036,0.04573170731707328,Beat,-0.011068000000000001,-0.04251600000000004,-0.0592331972943867,85345.9603,Information Technology,0.006157657576791197,0.0047753262840421525,0.005888372260021902,-0.0011130459759797493,-0.18902439024390236,0.000269285316769295,0.045731707317073295
ADI US,ADI US|45525,ADI US Equity,Analog Devices Inc,2024,Q3 24 ,2024Q3,,2024-08-21,13:00,0.79,,,,1.516,,-0.726,-0.4788918205804749,1.58,0.06400000000000006,0.04221635883905017,Beat,-0.0019970000000000022,-0.10133599999999998,-0.1141325953886193,110899.5054,Information Technology,0.007069667546646383,0.0035348337733231913,0.006783301266275896,-0.0032484674929527044,-0.4788918205804749,0.00028636628037048695,0.04221635883905022
PH US,PH US|45512,PH US Equity,Parker-Hannifin Corp,2024,Q4 24 ,2024Q4,,2024-08-08,13:30,6.1,,,,6.199,,-0.0990000000000002,-0.01597031779319248,6.77,0.5709999999999997,0.09211163090821096,Beat,0.08365200000000002,0.04259099999999999,0.04504201739884239,65877.2574,Industrials,0.013209756097560975,0.011902439024390244,0.012095609756097562,-0.00019317073170731745,-0.01597031779319248,0.001114146341463413,0.09211163090821087
HLT US,HLT US|45511,HLT US Equity,Hilton Worldwide Holdings Inc,2024,Q2 24 ,2024Q2,,2024-08-07,12:00,1.69,,,,1.851,,-0.16100000000000003,-0.08698001080497031,1.91,0.05899999999999994,0.03187466234467852,Beat,-0.025261,0.06099700000000001,0.06728414550223394,51789.5383,Consumer Discretionary,0.009221707222865971,0.008159521050598686,0.008936848203939744,-0.0007773271533410581,-0.08698001080497027,0.00028485901892622706,0.03187466234467864
DVN US,DVN US|45510,DVN US Equity,Devon Energy Corp,2024,Q2 24 ,2024Q2,,2024-08-06,22:05,1.35,,,,1.284,,0.06600000000000006,0.05140186915887855,1.41,0.1259999999999999,0.09813084112149524,Beat,0.037734000000000004,-0.223718,-0.23190539602893356,26215.36,Energy,0.033992285438765674,0.03254580520732884,0.030954676952748315,0.001591128254580524,0.05140186915887861,0.003037608486017359,0.09813084112149537
SRE US,SRE US|45510,SRE US Equity,Sempra,2024,Q2 24 ,2024Q2,,2024-08-06,13:55,1.13,,,,0.924,,0.20599999999999985,0.22294372294372278,0.89,-0.03400000000000003,-0.03679653679653683,Miss,-0.020907,-0.03183700000000002,-0.035647369046371,49804.96,Utilities,0.011308767471410418,0.014358322744599744,0.011740787801778908,0.0026175349428208365,0.22294372294372275,-0.0004320203303684895,-0.036796536796536924
ZTS US,ZTS US|45510,ZTS US Equity,Zoetis Inc,2024,Q2 24 ,2024Q2,,2024-08-06,13:00,1.37,,,,1.484,,-0.11399999999999988,-0.07681940700808618,1.56,0.07600000000000007,0.05121293800539088,Beat,0.05441699999999999,-0.13503600000000002,-0.14418661359742102,79769.5159,Health Care,0.008923464134538383,0.007836631964306144,0.008488731266445487,-0.0006520993021393428,-0.07681940700808619,0.00043473286809289635,0.05121293800539093
O US,O US|45509,O US Equity,Realty Income Corp,2024,Q2 24 ,2024Q2,,2024-08-05,22:05,0.3,,,,1.056,,-0.756,-0.7159090909090908,1.07,0.014000000000000012,0.013257575757575768,Beat,0.038489,-0.08580100000000002,-0.09217117008047016,51654.3395,Real Estate,0.018037761294672962,0.005057316250842886,0.01780175320296696,-0.012744436952124074,-0.7159090909090909,0.00023600809170600326,0.013257575757575864
CSX US,CSX US|45509,CSX US Equity,CSX Corp,2024,Q2 24 ,2024Q2,,2024-08-05,22:01,0.5,,,,0.478,,0.02200000000000002,0.046025104602510504,0.49,0.01200000000000001,0.025104602510460275,Beat,0.013929,-0.11861900000000004,-0.12905919307259628,66623.9177,Industrials,0.01437793427230047,0.014671361502347418,0.014025821596244131,0.0006455399061032867,0.04602510460251048,0.0003521126760563393,0.02510460251046034
ICE US,ICE US|45505,ICE US Equity,Intercontinental Exchange Inc,2024,Q2 24 ,2024Q2,,2024-08-01,13:30,1.1,,,,1.479,,-0.379,-0.25625422582826235,1.52,0.040999999999999925,0.027721433400946533,Beat,0.020711,0.023722000000000007,0.026831211851504833,86932.4789,Financials,0.010029031406703616,0.007257851675903933,0.009758511480601742,-0.002500659804697809,-0.2562542258282623,0.0002705199261018743,0.027721433400946634
APD US,APD US|45505,APD US Equity,Air Products and Chemicals Inc,2024,Q3 24 ,2024Q3,,2024-08-01,12:00,3.13,,,,3.034,,0.09600000000000009,0.03164139749505606,3.2,0.16600000000000037,0.05471324983520118,Beat,0.10160999999999999,0.058019,0.06015120031931809,58655.4136,Materials,0.012128103088876255,0.011862800833807086,0.011498957741140799,0.00036384309266628695,0.03164139749505597,0.0006291453477354561,0.05471324983520109
CI US,CI US|45505,CI US Equity,Cigna Group/The,2024,Q2 24 ,2024Q2,,2024-08-01,12:00,5.51,,,,6.41,,-0.9000000000000004,-0.14040561622464903,6.72,0.3099999999999996,0.048361934477379034,Beat,0.00015399999999999637,-0.136533,-0.1430356180271466,99048.0819,Health Care,0.01927323830556113,0.01580290819399432,0.018384145467060544,-0.0025812372730662225,-0.14040561622464895,0.000889092838500586,0.048361934477378986
LRCX US,LRCX US|45504,LRCX US Equity,Lam Research Corp,2024,Q4 24 ,2024Q4,,2024-07-31,22:05,0.7809999999999999,,,,0.761,,0.019999999999999907,0.026281208935610915,0.81,0.049000000000000044,0.0643889618922471,Beat,-0.02325000000000001,-0.16798600000000005,-0.18761606420838506,111760.977,Information Technology,0.00947523571111059,0.0091359988770091,0.008902042439697729,0.00023395643731137158,0.026281208935610922,0.0005731932714128623,0.06438896189224697
HES US,HES US|45504,HES US Equity,Hess Corp,2024,Q2 24 ,2024Q2,,2024-07-31,13:30,2.47,,,,2.535,,-0.06499999999999995,-0.02564102564102562,2.62,0.08499999999999996,0.03353057199211044,Beat,-0.070268,-0.081387,-0.0864548990792372,46737.0571,Energy,0.017272068033489355,0.016283209176610195,0.01671171468125783,-0.00042850550464763534,-0.02564102564102556,0.0005603533522315247,0.033530571992110444
ITW US,ITW US|45503,ITW US Equity,Illinois Tool Works Inc,2024,Q2 24 ,2024Q2,,2024-07-30,14:00,2.55,,,,2.491,,0.05899999999999972,0.0236852669610597,2.46,-0.03100000000000014,-0.012444801284624704,Miss,-0.013854,-0.017104000000000005,-0.0177304696254037,74009.168,Industrials,0.009918554955245544,0.01028142891702282,0.010043544875413273,0.00023788404160954638,0.023685266961059694,-0.00012498992016772917,-0.012444801284624725
ECL US,ECL US|45503,ECL US Equity,Ecolab Inc,2024,Q2 24 ,2024Q2,,2024-07-30,14:00,1.72,,,,1.674,,0.04600000000000004,0.027479091995221052,1.68,0.006000000000000005,0.003584229390681007,Beat,-0.079798,0.054925999999999975,0.05906812801165073,70798.4586,Materials,0.006776379477250726,0.006937721845756696,0.006752178121974831,0.000185543723781865,0.027479091995221007,2.4201355275895245e-05,0.0035842293906809732
AEP US,AEP US|45503,AEP US Equity,American Electric Power Co Inc,2024,Q2 24 ,2024Q2,,2024-07-30,12:57,0.64,,,,1.243,,-0.6030000000000001,-0.4851166532582462,1.25,0.006999999999999895,0.0056315366049878475,Beat,-9.499999999999842e-05,-0.03368400000000002,-0.03568295153787204,51116.1183,Utilities,0.012877305037601731,0.006593180179252087,0.012805192129391163,-0.006212011950139076,-0.4851166532582462,7.211290821056843e-05,0.005631536604987833
ABBV US,ABBV US|45498,ABBV US Equity,AbbVie Inc,2024,Q2 24 ,2024Q2,,2024-07-25,13:36,0.77,,,,2.563,,-1.7930000000000001,-0.6995708154506438,2.65,0.08699999999999974,0.03394459617635573,Beat,0.04420999999999999,-0.044263,-0.04677037082604607,311163.5617,Health Care,0.015038874070711082,0.0043697860507349185,0.01454514499744623,-0.01017535894671131,-0.6995708154506438,0.0004937290732648526,0.0339445961763557
RCL US,RCL US|45498,RCL US Equity,Royal Caribbean Cruises Ltd,2024,Q2 24 ,2024Q2,,2024-07-25,12:30,3.32,,,,2.751,,0.569,0.20683387858960378,3.21,0.4590000000000001,0.16684841875681575,Beat,-0.071818,0.216731,0.23989845264665854,42336.5162,Consumer Discretionary,0.019512491641845483,0.02018114400340405,0.01672238769679655,0.0034587563066075,0.2068338785896037,0.0027901039450489336,0.16684841875681572
HCA US,HCA US|45496,HCA US Equity,HCA Healthcare Inc,2024,Q2 24 ,2024Q2,,2024-07-23,13:30,5.6,,,,4.902,,0.6979999999999995,0.14239086087311292,5.5,0.5979999999999999,0.1219910240718074,Beat,0.08123100000000001,0.084762,0.09361403811165947,85221.6099,Health Care,0.016903313049357674,0.01721064601389145,0.015065461921445695,0.0021451840924457555,0.142390860873113,0.0018378511279119793,0.1219910240718074
MRSH US,MRSH US|45491,MRSH US Equity,Marsh & McLennan Cos Inc,2024,Q2 24 ,2024Q2,,2024-07-18,13:00,2.28,,,,2.393,,-0.11299999999999999,-0.04722106142916841,2.41,0.017000000000000348,0.007104053489344066,Beat,-0.0028739999999999994,-0.014501000000000026,-0.01432049113482603,108724.4834,Financials,0.010921780114202848,0.010332638448291489,0.010844738511737515,-0.0005121000634460259,-0.04722106142916844,7.704160246533275e-05,0.007104053489344055
DHI US,DHI US|45491,DHI US Equity,DR Horton Inc,2024,Q3 24 ,2024Q3,,2024-07-18,12:30,4.12,,,,3.761,,0.359,0.09545333687848975,4.1,0.3389999999999995,0.09013560223344842,Beat,0.118322,0.006874000000000011,0.003406439291758989,51869.9722,Consumer Discretionary,0.026030093327407782,0.026157069392419532,0.023877849025458704,0.0022792203669608282,0.09545333687848977,0.002152244301949078,0.09013560223344834
USB US,USB US|45490,USB US Equity,US Bancorp,2024,Q2 24 ,2024Q2,,2024-07-17,12:45,0.97,,,,0.941,,0.029000000000000026,0.03081827842720513,0.98,0.039000000000000035,0.04144527098831035,Beat,0.048456,-0.017406999999999992,-0.021203980961684632,67552.3096,Financials,0.02263802263802264,0.022407022407022407,0.021737121737121737,0.0006699006699006707,0.030818278427205137,0.0009009009009009021,0.04144527098831036
STZ US,STZ US|45476,STZ US Equity,Constellation Brands Inc,2025,Q1 25 ,2025Q1,,2024-07-03,13:30,4.8,,,,3.469,,1.331,0.3836840588065725,3.57,0.10099999999999998,0.029115018737388292,Beat,-0.008788,-0.05285700000000002,-0.05476963995264317,47225.2395,Consumer Staples,0.013786977678226616,0.018537112844674443,0.013396925928786592,0.005140186915887851,0.3836840588065726,0.00039005174944002456,0.029115018737388285
GIS US,GIS US|45469,GIS US Equity,General Mills Inc,2024,Q4 24 ,2024Q4,,2024-06-26,13:00,0.98,,,,1.003,,-0.02299999999999991,-0.02293120638085734,1.01,0.007000000000000117,0.006979062811565422,Beat,-0.055601000000000005,0.14577799999999994,0.16063858690664823,37971.5498,Consumer Staples,0.015016354445435622,0.014570324115373177,0.014912280701754384,-0.00034195658638120664,-0.02293120638085739,0.00010407374368123778,0.006979062811565359
SNPS US,SNPS US|45434,SNPS US Equity,Synopsys Inc,2024,Q2 24 ,2024Q2,,2024-05-22,22:05,1.91,,,,2.974,,-1.0640000000000003,-0.35776731674512446,3.0,0.0259999999999998,0.008742434431741695,Beat,0.035815,-0.12132500000000002,-0.13301702432636964,87183.2951,Information Technology,0.005249068290378458,0.0033419068115409516,0.0052035763651951785,-0.0018616695536542269,-0.35776731674512446,4.549192518327975e-05,0.008742434431741719
ADI US,ADI US|45434,ADI US Equity,Analog Devices Inc,2024,Q2 24 ,2024Q2,,2024-05-22,13:00,0.61,,,,1.265,,-0.6549999999999999,-0.5177865612648221,1.4,0.135,0.10671936758893281,Beat,0.095285,-0.10830199999999998,-0.11671964316473848,107433.5416,Information Technology,0.006462333825701625,0.002815731166912851,0.005839180206794682,-0.0030234490398818314,-0.5177865612648221,0.0006231536189069426,0.10671936758893284
SRE US,SRE US|45419,SRE US Equity,Sempra,2024,Q1 24 ,2024Q1,,2024-05-07,13:55,1.27,,,,1.333,,-0.06299999999999994,-0.047261815453863425,1.34,0.007000000000000117,0.00525131282820714,Beat,0.032971,0.024156000000000004,0.02364756367514942,45963.6204,Utilities,0.018429376977032046,0.017466648328978134,0.018333104112226654,-0.0008664557832485202,-0.04726181545386339,9.62728648053919e-05,0.0052513128282070855
O US,O US|45418,O US Equity,Realty Income Corp,2024,Q1 24 ,2024Q1,,2024-05-06,22:05,0.16,,,,1.039,,-0.8789999999999999,-0.8460057747834456,1.05,0.01100000000000012,0.010587102983638231,Beat,-0.016066000000000004,0.013139999999999975,0.011909845035653177,47587.1368,Real Estate,0.019001085776330078,0.002895403546869345,0.018802026782482807,-0.01590662323561346,-0.8460057747834455,0.00019905899384727033,0.010587102983638267
ICE US,ICE US|45414,ICE US Equity,Intercontinental Exchange Inc,2024,Q1 24 ,2024Q1,,2024-05-02,14:09,1.34,,,,1.476,,-0.1359999999999999,-0.09214092140921402,1.48,0.0040000000000000036,0.0027100271002710053,Beat,-0.007087000000000001,0.08254999999999998,0.08941453150344247,73684.2816,Financials,0.011501398818775255,0.010413428660242462,0.01147031395710289,-0.0010568852968604273,-0.09214092140921396,3.108486167236607e-05,0.002710027100271048
PH US,PH US|45414,PH US Equity,Parker-Hannifin Corp,2024,Q3 24 ,2024Q3,,2024-05-02,13:30,5.65,,,,6.138,,-0.48799999999999955,-0.07950472466601492,6.51,0.3719999999999999,0.06060606060606059,Beat,-0.03400399999999999,-0.02818600000000001,-0.03673162060472479,69721.9573,Industrials,0.011989833505230587,0.010405923088256962,0.011304700162074553,-0.0008987770738175908,-0.07950472466601485,0.0006851333431560341,0.060606060606060656
ZTS US,ZTS US|45414,ZTS US Equity,Zoetis Inc,2024,Q1 24 ,2024Q1,,2024-05-02,13:00,1.31,,,,1.341,,-0.030999999999999917,-0.023117076808351913,1.38,0.038999999999999924,0.029082774049216945,Beat,0.032371,0.029583000000000005,0.028169143615300207,72426.132,Health Care,0.008706624605678233,0.008264984227129337,0.008460567823343848,-0.00019558359621451096,-0.02311707680835197,0.0002460567823343845,0.02908277404921696
CI US,CI US|45414,CI US Equity,Cigna Group/The,2024,Q1 24 ,2024Q1,,2024-05-02,11:58,-0.97,,,,6.22,,-7.1899999999999995,-1.1559485530546623,6.47,0.25,0.04019292604501608,Beat,-0.065959,-0.049539000000000034,-0.05325250766522838,101313.1798,Health Care,0.018114116131922278,-0.0027157175653732013,0.017414188924351866,-0.02012990648972507,-1.1559485530546625,0.0006999272075704117,0.04019292604501602
DVN US,DVN US|45413,DVN US Equity,Devon Energy Corp,2024,Q1 24 ,2024Q1,,2024-05-01,22:11,0.95,,,,1.131,,-0.18100000000000005,-0.1600353669319187,1.16,0.028999999999999915,0.025641025641025564,Beat,-0.022147,-0.15973099999999996,-0.16281669605171556,32499.3,Energy,0.02266510355607659,0.01856193825713169,0.022098475967174677,-0.0035365377100429855,-0.16003536693191867,0.0005666275889019134,0.02564102564102558
ITW US,ITW US|45412,ITW US Equity,Illinois Tool Works Inc,2024,Q1 24 ,2024Q1,,2024-04-30,14:00,2.74,,,,2.357,,0.383,0.1624946966482817,2.44,0.08299999999999974,0.03521425540941864,Beat,-0.008998,-0.09318199999999999,-0.10155481183101456,74459.2626,Industrials,0.009789760873054084,0.010993419996790243,0.009456748515487081,0.0015366714813031621,0.16249469664828176,0.00033301235756700263,0.03521425540941864
ECL US,ECL US|45412,ECL US Equity,Ecolab Inc,2024,Q1 24 ,2024Q1,,2024-04-30,13:00,1.44,,,,1.333,,0.10699999999999998,0.0802700675168792,1.34,0.007000000000000117,0.00525131282820714,Beat,0.034158999999999995,-0.009379000000000002,-0.011542437016035745,63378.1274,Materials,0.006045021879370236,0.006496142915144133,0.006013443406866062,0.00048269950827807117,0.08027006751687925,3.1578472504173796e-05,0.005251312828207206
AEP US,AEP US|45412,AEP US Equity,American Electric Power Co Inc,2024,Q1 24 ,2024Q1,,2024-04-30,12:57,1.91,,,,1.253,,0.657,0.5243415802075021,1.27,0.017000000000000126,0.013567438148443836,Beat,0.036382000000000005,-0.033447,-0.0381872125081113,45639.5794,Utilities,0.01465328256605515,0.022037613937925464,0.014457136263989845,0.0075804776739356195,0.5243415802075022,0.00019614630206530627,0.013567438148443812
APD US,APD US|45412,APD US Equity,Air Products and Chemicals Inc,2024,Q2 24 ,2024Q2,,2024-04-30,12:00,2.57,,,,2.725,,-0.15500000000000025,-0.056880733944954215,2.85,0.125,0.04587155963302752,Beat,0.016513999999999997,-0.01643600000000002,-0.025088822147058654,52934.3263,Materials,0.011968755249454057,0.010792877540735763,0.011443809843776248,-0.000650932303040485,-0.05688073394495423,0.0005249454056778097,0.04587155963302753
ABBV US,ABBV US|45408,ABBV US Equity,AbbVie Inc,2024,Q1 24 ,2024Q1,,2024-04-26,13:35,0.77,,,,2.226,,-1.456,-0.6540880503144654,2.31,0.08400000000000007,0.03773584905660381,Beat,-0.047402,0.0007819999999999871,-0.002860556910774914,296211.5338,Health Care,0.013808356745770817,0.004602785581923606,0.013306234682288242,-0.008703449100364635,-0.6540880503144654,0.0005021220634825758,0.03773584905660382
HCA US,HCA US|45408,HCA US Equity,HCA Healthcare Inc,2024,Q1 24 ,2024Q1,,2024-04-26,13:30,6.01,,,,5.078,,0.9319999999999995,0.18353682552185888,5.36,0.28200000000000003,0.05553367467506893,Beat,-0.021685999999999997,-0.034403,-0.043054560182534285,83080.1727,Health Care,0.017063542595186554,0.019132815484528203,0.01616579651088756,0.002967018973640642,0.18353682552185868,0.0008977460842989927,0.05553367467506884
HES US,HES US|45407,HES US Equity,Hess Corp,2024,Q1 24 ,2024Q1,,2024-04-25,13:30,3.17,,,,1.797,,1.373,0.7640511964385086,3.16,1.3630000000000002,0.7584863661658321,Beat,0.015600000000000001,-0.12498900000000003,-0.13148360583954666,49028.3675,Energy,0.01985797775403758,0.019920819455790863,0.01129265380506504,0.008628165650725822,0.7640511964385087,0.00856532394897254,0.7584863661658322
RCL US,RCL US|45407,RCL US Equity,Royal Caribbean Cruises Ltd,2024,Q1 24 ,2024Q1,,2024-04-25,12:30,1.4,,,,1.313,,0.08699999999999997,0.06626047220106623,1.77,0.4570000000000001,0.34805788271134813,Beat,0.02244,0.07619600000000001,0.07708870503986343,35186.9431,Consumer Discretionary,0.012945220507569664,0.010239157463614423,0.009602866964089813,0.0006362904995246103,0.06626047220106623,0.0033423535434798507,0.348057882711348
LRCX US,LRCX US|45406,LRCX US Equity,Lam Research Corp,2024,Q3 24 ,2024Q3,,2024-04-24,22:05,0.738,,,,0.733,,0.0050000000000000044,0.0068212824010914115,0.78,0.04700000000000004,0.06412005457025927,Beat,0.020224999999999996,-0.015607000000000006,-0.03519541168699547,116343.4243,Information Technology,0.00878952468954948,0.00831624259088143,0.008259899483897139,5.634310698429158e-05,0.0068212824010914115,0.0005296252056523412,0.06412005457025931
HLT US,HLT US|45406,HLT US Equity,Hilton Worldwide Holdings Inc,2024,Q1 24 ,2024Q1,,2024-04-24,12:00,1.05,,,,1.417,,-0.367,-0.2589978828510939,1.53,0.11299999999999999,0.07974594213126322,Beat,0.039452,-0.025620999999999956,-0.03204677921680221,49526.975,Consumer Discretionary,0.007764920828258222,0.005328867235079172,0.007191433211530654,-0.0018625659764514814,-0.25899788285109376,0.0005734876167275684,0.07974594213126329
